,from,to,type,event id,flags,source,time,operation,protection,advice,pid
136,907c3e8d6e6dd2dba88f28266ef48420,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2383,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.904,clone,,,
137,8a587b9d619732ea5475fb65f21b196f,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2384,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.904,clone,,,
138,4886735be51ab42a8c7713ddd1b41119,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2386,,syscall,1702119793.904,mmap (write),3.0,,
139,802363cc045c093440fd5a013c25d645,463300ec78aa5cf048742792ee5e5ef4,Used,2389,O_RDONLY,syscall,1702119793.908,open,,,
140,802363cc045c093440fd5a013c25d645,463300ec78aa5cf048742792ee5e5ef4,Used,2391,,syscall,1702119793.908,close,,,
141,40c5cfd78a7bbb71bd456bcbbffb9406,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2392,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.908,clone,,,
142,0523a32937c310a6cff5735297681026,a89c134c210562dfccc3bea41c2d5d63,Used,2393,,syscall,1702119793.908,accept,,,
143,8df23791c8b2af5a86b875d28afdcc51,8a587b9d619732ea5475fb65f21b196f,WasGeneratedBy,2394,,syscall,1702119793.908,connect,,,
144,802363cc045c093440fd5a013c25d645,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2395,,syscall,1702119793.912,exit,,,
145,a89c134c210562dfccc3bea41c2d5d63,0523a32937c310a6cff5735297681026,WasGeneratedBy,2396,,syscall,1702119793.912,close,,,
146,18e3071218d1394dbfb61b1661d0e19f,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasTriggeredBy,2397,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.9,clone,,,
147,4419a07dc8f7d1cf3bbd5e1eb0d842aa,9b3a95bc82b0239cf9878d0ca894dc31,Used,2398,O_RDONLY,syscall,1702119793.936,open,,,
148,4419a07dc8f7d1cf3bbd5e1eb0d842aa,9b3a95bc82b0239cf9878d0ca894dc31,Used,2399,,syscall,1702119793.936,close,,,
149,c8136234927bdd0f758658ed0474b787,7109b9332d8bea1f2830c3137deb20e2,WasTriggeredBy,2400,,syscall,1702119793.936,execve,,,
150,c8136234927bdd0f758658ed0474b787,463300ec78aa5cf048742792ee5e5ef4,Used,2400,,syscall,1702119793.936,load,,,
